sdg,extracted_title,extracted_abstract,initial_text
SDG13,evaluating agricultural management practices improve environmental footprint cornderived ethanol,abstract examines three agriculture management practices aim improving environmental performance cornderived products bioethanol corn production energy intensive contributes water quality degradation global warming thus affecting environmental impact cornderived ethanol life cycle assessment lca quantify compare environmental impacts three management strategies tillage fertilizer choices buffer strips sequester nutrients detailed energy carbon nitrogen phosphorus inventories compiled represent corn production scenarios within us corn belt lca developed greet greenhouse gases regulated emissions energy transportation emission factors statistical analyses estimate energy consumption associated air emissions aqueous nutrient runoff potentials show manure fertilizers opposed synthetic fertilizers requires less energy however manure generates ch co variable concentrations nitrogen phosphorus leaching farmlands tillage emits less greenhouse gas emissions sequesters soil organic carbon slightly reduces nutrient runoff compared conventional tillage practices building buffer strips certain widths efficient way reduce n p discharge surrounding waters minimal effect energy global warming profile based lca studies replacing conventional tillage till installing buffer strips improve environmental performances corn derived ethanol,evaluating agricultural management practices improve environmental footprint cornderived ethanol abstract examines three agriculture management practices aim improving environmental performance cornderived products bioethanol corn production energy intensive contributes water quality degradation global warming thus affecting environmental impact cornderived ethanol life cycle assessment lca quantify compare environmental impacts three management strategies tillage fertilizer choices buffer strips sequester nutrients detailed energy carbon nitrogen phosphorus inventories compiled represent corn production scenarios within us corn belt lca developed greet greenhouse gases regulated emissions energy transportation emission factors statistical analyses estimate energy consumption associated air emissions aqueous nutrient runoff potentials show manure fertilizers opposed synthetic fertilizers requires less energy however manure generates ch co variable concentrations nitrogen phosphorus leaching farmlands tillage emits less greenhouse gas emissions sequesters soil organic carbon slightly reduces nutrient runoff compared conventional tillage practices building buffer strips certain widths efficient way reduce n p discharge surrounding waters minimal effect energy global warming profile based lca studies replacing conventional tillage till installing buffer strips improve environmental performances corn derived ethanol
SDG13,testing astronomically based decadalscale empirical harmonic climate model versus ipcc general circulation climate models,abstract compare performance recently proposed empirical climate model based astronomical harmonics cmip available general circulation climate models gcm ipcc interpret th century global surface temperature proposed astronomical empirical climate model assumes climate resonating synchronized set natural harmonics previous works scafetta b b associated solar system planetary motion mostly determined jupiter saturn show gcms fail reproduce major decadal multidecadal oscillations found global surface temperature record contrary proposed harmonic model herein cycles year periods found well reconstruct observed climate oscillations shown able forecast climate oscillations covering period vice versa year cycle shown likely related decadal solilunar tidal oscillation year cycles synchronous solar heliospheric planetary oscillations show ipcc gcms claim warming observed anthropogenically induced erroneous gcm failure reconstructing quasi year year climatic cycles finally show presence large natural cycles correct ipcc projected anthropogenic warming trend st century combining corrected trend natural cycles show temperature may significantly increase next years mostly negative phase year cycle multisecular natural cycles according authors significantly contributed observed warming may contribute additional natural cooling ignored ipcc projected anthropogenic emissions would imply global warming c contrary ipcc c projected warming paper reinforce previous claims relevant physical mechanisms explain detected climatic cycles still missing current gcms climate variations multidecadal scales astronomically induced first approximation forecast,testing astronomically based decadalscale empirical harmonic climate model versus ipcc general circulation climate models abstract compare performance recently proposed empirical climate model based astronomical harmonics cmip available general circulation climate models gcm ipcc interpret th century global surface temperature proposed astronomical empirical climate model assumes climate resonating synchronized set natural harmonics previous works scafetta b b associated solar system planetary motion mostly determined jupiter saturn show gcms fail reproduce major decadal multidecadal oscillations found global surface temperature record contrary proposed harmonic model herein cycles year periods found well reconstruct observed climate oscillations shown able forecast climate oscillations covering period vice versa year cycle shown likely related decadal solilunar tidal oscillation year cycles synchronous solar heliospheric planetary oscillations show ipcc gcms claim warming observed anthropogenically induced erroneous gcm failure reconstructing quasi year year climatic cycles finally show presence large natural cycles correct ipcc projected anthropogenic warming trend st century combining corrected trend natural cycles show temperature may significantly increase next years mostly negative phase year cycle multisecular natural cycles according authors significantly contributed observed warming may contribute additional natural cooling ignored ipcc projected anthropogenic emissions would imply global warming c contrary ipcc c projected warming paper reinforce previous claims relevant physical mechanisms explain detected climatic cycles still missing current gcms climate variations multidecadal scales astronomically induced first approximation forecast
SDG13,assessing propagation uncertainties multiobjective optimization agroecosystem adaptation climate change,abstract widely acknowledged uncertainty needs accounted climate impact studies scenario analyses optimization applications investigate climate crop model uncertainties affect multiobjective optimization outputs aiming identify optimum agricultural management adaptations western switzerland visualized ternary plots map optimum management measures crop yield erosion leaching associated uncertainties navigating optimum adaptation space find relevance climate model vs parameter uncertainty differ substantially depending prioritization objectives local conditions optimum choice irrigation level found decision variable subject greatest uncertainty particularly coarser soil finding suggests longterm planning irrigation infrastructure management robust adaptation approach required approaching unavoidable uncertainty risk management perspective,assessing propagation uncertainties multiobjective optimization agroecosystem adaptation climate change abstract widely acknowledged uncertainty needs accounted climate impact studies scenario analyses optimization applications investigate climate crop model uncertainties affect multiobjective optimization outputs aiming identify optimum agricultural management adaptations western switzerland visualized ternary plots map optimum management measures crop yield erosion leaching associated uncertainties navigating optimum adaptation space find relevance climate model vs parameter uncertainty differ substantially depending prioritization objectives local conditions optimum choice irrigation level found decision variable subject greatest uncertainty particularly coarser soil finding suggests longterm planning irrigation infrastructure management robust adaptation approach required approaching unavoidable uncertainty risk management perspective
SDG13,air pollutant controls change global warming,abstract paper analyze interaction climate air pollution policies integrated assessment model remind coupled reducedform climate model magicc since overall aerosols tend cool atmosphere concern reduction pollutant emissions could accelerate global warming offset climate benefits carbon dioxide emission reductions investigate scenarios independently reduce emissions either largescale sources power plants smallscale sources cooking heating stoves largescale sources likely easier control aerosol emissions characterized relatively high sulfur content tends result atmospheric cooling pollution smallscale sources contrast characterized high share carbonaceous aerosol important contributor global warming find air pollution policies significantly reduce aerosol emissions climate policies place stringent climate policies lead large reduction fossil fuel therefore result concurrent reduction air pollutant emissions reductions partly reduce aerosol masking thus initially counteracting reduction greenhouse gas forcing however overcompensating climate policies place air pollution policies almost impacts medium longterm radiative forcing therefore conflict objectives clean air limiting global warming find stringency air pollution policies may influence rate global temperature change first decade afterwards climate change mitigation policies greater importance,air pollutant controls change global warming abstract paper analyze interaction climate air pollution policies integrated assessment model remind coupled reducedform climate model magicc since overall aerosols tend cool atmosphere concern reduction pollutant emissions could accelerate global warming offset climate benefits carbon dioxide emission reductions investigate scenarios independently reduce emissions either largescale sources power plants smallscale sources cooking heating stoves largescale sources likely easier control aerosol emissions characterized relatively high sulfur content tends result atmospheric cooling pollution smallscale sources contrast characterized high share carbonaceous aerosol important contributor global warming find air pollution policies significantly reduce aerosol emissions climate policies place stringent climate policies lead large reduction fossil fuel therefore result concurrent reduction air pollutant emissions reductions partly reduce aerosol masking thus initially counteracting reduction greenhouse gas forcing however overcompensating climate policies place air pollution policies almost impacts medium longterm radiative forcing therefore conflict objectives clean air limiting global warming find stringency air pollution policies may influence rate global temperature change first decade afterwards climate change mitigation policies greater importance
SDG13,improving usability integrated assessment adaptation practice insights us southeast energy sector,abstract energy systems comprise key sector us economy one vulnerable effects climate variability change however climate science communitys understanding adaptation processes energy sector limited unclear example extent energy companies adaptation processes wellserved existing knowledge tools help inform regional iam project addressing sectors vulnerability climate change investigated available evidence adaptation processes particular emphasis us southeast gulf coast region mixed methods approach literature review semistructured interviews key informants energy utilities compare existing knowledge iav community regional stakeholders comparison revealed much iav literature energy sector climatecentric therefore disconnected integrated decisionmaking processes institutional perspectives energy utilities greater investment needed integrated assessment modeling efforts respond practical decisionmaking needs well greater collaboration energy utilities researchers design execution communication efforts,improving usability integrated assessment adaptation practice insights us southeast energy sector abstract energy systems comprise key sector us economy one vulnerable effects climate variability change however climate science communitys understanding adaptation processes energy sector limited unclear example extent energy companies adaptation processes wellserved existing knowledge tools help inform regional iam project addressing sectors vulnerability climate change investigated available evidence adaptation processes particular emphasis us southeast gulf coast region mixed methods approach literature review semistructured interviews key informants energy utilities compare existing knowledge iav community regional stakeholders comparison revealed much iav literature energy sector climatecentric therefore disconnected integrated decisionmaking processes institutional perspectives energy utilities greater investment needed integrated assessment modeling efforts respond practical decisionmaking needs well greater collaboration energy utilities researchers design execution communication efforts
SDG13,communicating climate change uncertainties simulation games boundary objects,abstract climate science characterized large uncertainties direction extent time frame climate change communicating uncertainties important decision making robust adaptation strategies proves challenge scientists particularly complexity uncertainties part natural variability human induced climate change aim paper assess role simulation game intermediate communication climate change uncertainties water managers three workshops water managers simulation game sustainable delta played test influence game understanding climate change uncertainty ex ante ex post surveys workshop experimental control group given different assignments measure influence game show although differences groups statistically significant change understanding uncertainties observed paper concludes learning effect game inconclusive game fosters broader understanding concept climate change uncertainty simulation games promising approach support communication climate change uncertainties meaningfully support process adaptation uncertain future,communicating climate change uncertainties simulation games boundary objects abstract climate science characterized large uncertainties direction extent time frame climate change communicating uncertainties important decision making robust adaptation strategies proves challenge scientists particularly complexity uncertainties part natural variability human induced climate change aim paper assess role simulation game intermediate communication climate change uncertainties water managers three workshops water managers simulation game sustainable delta played test influence game understanding climate change uncertainty ex ante ex post surveys workshop experimental control group given different assignments measure influence game show although differences groups statistically significant change understanding uncertainties observed paper concludes learning effect game inconclusive game fosters broader understanding concept climate change uncertainty simulation games promising approach support communication climate change uncertainties meaningfully support process adaptation uncertain future
SDG13,quantify resolution surface climate circulation types example alpine precipitation,abstract novel approach presented evaluation circulation type classifications ctcs terms capability predict surface climate variations approach analogous probabilistic meteorological forecasts based brier skill score score shown take particularly simple form context ctcs quantify resolution climate variable classifications sampling uncertainty skill estimated means nonparametric bootstrap resampling evaluation approach applied systematic intercomparison ctcs objective manual cost action respect ability resolve daily precipitation alpine region essentially ctcs brier skill score found higher weak moderate compared intense precipitation winter compared summer north west alps compared south east moreover ctcs higher number types exhibit better skill ctcs types ctcs comparable type number best automatic classifications found outperform best manual classifications possible single one best classification alpine precipitation small group showing particularly high skill,quantify resolution surface climate circulation types example alpine precipitation abstract novel approach presented evaluation circulation type classifications ctcs terms capability predict surface climate variations approach analogous probabilistic meteorological forecasts based brier skill score score shown take particularly simple form context ctcs quantify resolution climate variable classifications sampling uncertainty skill estimated means nonparametric bootstrap resampling evaluation approach applied systematic intercomparison ctcs objective manual cost action respect ability resolve daily precipitation alpine region essentially ctcs brier skill score found higher weak moderate compared intense precipitation winter compared summer north west alps compared south east moreover ctcs higher number types exhibit better skill ctcs types ctcs comparable type number best automatic classifications found outperform best manual classifications possible single one best classification alpine precipitation small group showing particularly high skill
SDG13,visual method identify significant latitudinal changes species distributions,abstract many studies shown recent climateinduced changes species distributions eg poleward range shifts however currently standardised method determining whether changes statistically significant time furthermore presenceonly unequal sample effort commonly climatedistribution studies present substantial analytical challenges develop spatial bootstrapping procedure determine statistical significance otherwise latitudinal changes species ranges test simulated real seabird distribution great britain surveys years apart demonstrate technique robust detecting partial range contraction full range shifts simulate limited sample effort randomly removing percentage initial points randomly either throughout entire range specific part simulated range show technique robust removal spatial pooling samples removal seabird find significant northward changes centre species distributions seven seabird species significant southward shifts two species contraction southern limits establishment colonies northern half uk main reasons northward shifts inland occupation sites eg refuse disposal areas popular southern areas country likely key reason southern shifts two gull species overall technique powerful tool analyse latitudinal changes species distribution might arise climate change changes habitat addresses many concerns inherent detecting range shifts disparate datasets,visual method identify significant latitudinal changes species distributions abstract many studies shown recent climateinduced changes species distributions eg poleward range shifts however currently standardised method determining whether changes statistically significant time furthermore presenceonly unequal sample effort commonly climatedistribution studies present substantial analytical challenges develop spatial bootstrapping procedure determine statistical significance otherwise latitudinal changes species ranges test simulated real seabird distribution great britain surveys years apart demonstrate technique robust detecting partial range contraction full range shifts simulate limited sample effort randomly removing percentage initial points randomly either throughout entire range specific part simulated range show technique robust removal spatial pooling samples removal seabird find significant northward changes centre species distributions seven seabird species significant southward shifts two species contraction southern limits establishment colonies northern half uk main reasons northward shifts inland occupation sites eg refuse disposal areas popular southern areas country likely key reason southern shifts two gull species overall technique powerful tool analyse latitudinal changes species distribution might arise climate change changes habitat addresses many concerns inherent detecting range shifts disparate datasets
SDG13,tallgrass prairie soil fungal communities resilient climate change,abstract climate models central united states predict increasing temperatures greater variability precipitation combined shifts environmental conditions impact many ecosystem properties services longterm climate change experiments rainfall manipulation plots ramps address soil community responses simultaneous manipulation temperature temporal variability precipitation ramps experiment located native tallgrass prairie konza prairie biological station operational since providing potential address responses longterm environmental manipulations test whether community composition richness diversity respond environmental change fungal amplicons analyzed soil samples collected suggest soil fungal communities compositionally resilient predicted environmental change case community composition overall inferred ordination analyses well analyses variance common operational taxonomic units otus however suggests compositional resilience studies required address functional attributes communities responses environmental manipulations,tallgrass prairie soil fungal communities resilient climate change abstract climate models central united states predict increasing temperatures greater variability precipitation combined shifts environmental conditions impact many ecosystem properties services longterm climate change experiments rainfall manipulation plots ramps address soil community responses simultaneous manipulation temperature temporal variability precipitation ramps experiment located native tallgrass prairie konza prairie biological station operational since providing potential address responses longterm environmental manipulations test whether community composition richness diversity respond environmental change fungal amplicons analyzed soil samples collected suggest soil fungal communities compositionally resilient predicted environmental change case community composition overall inferred ordination analyses well analyses variance common operational taxonomic units otus however suggests compositional resilience studies required address functional attributes communities responses environmental manipulations
SDG13,effect production system farming strategy greenhouse gas emissions commercial dairy farms life cycle approach,abstract paper documents illustrates model estimate greenhouse gas ghg emissions land commercial dairy farms furthermore method allocating total farm emissions meat milk products developed finally potential mitigation options farm scale identified ghg emission farm gate life cycle approach lca estimated based conventional dairy farms average cows ha organic dairy farms average cows ha significant p higher emission kg coeq per kg energy corrected milk ecm organic system compared conventional allocation milk meat conventional system onfarm emission vs organic production system based mathematical model average total farm ghg emissions allocated meat level low compared four methods traditionally allocate milk meat amounts allocated meat ranging economic value protein mass system expansion biological allocation allocation method highly influenced ghg emission per kg meat kg coeq per kg meat effect ghg emission per kg milk lower kg coeq per kg ecm allocation significant effect production system ghg emission per kg ecm land requirement including imported feed highest organic system per kg ecm conventional system farming strategies based low stocking rate focus high efficiency herd identified promising reducing ghg emissions per kg milk farm gate allocation meat milk concluded model estimate relevant variation ghg emissions commercial farms without intensive registration,effect production system farming strategy greenhouse gas emissions commercial dairy farms life cycle approach abstract paper documents illustrates model estimate greenhouse gas ghg emissions land commercial dairy farms furthermore method allocating total farm emissions meat milk products developed finally potential mitigation options farm scale identified ghg emission farm gate life cycle approach lca estimated based conventional dairy farms average cows ha organic dairy farms average cows ha significant p higher emission kg coeq per kg energy corrected milk ecm organic system compared conventional allocation milk meat conventional system onfarm emission vs organic production system based mathematical model average total farm ghg emissions allocated meat level low compared four methods traditionally allocate milk meat amounts allocated meat ranging economic value protein mass system expansion biological allocation allocation method highly influenced ghg emission per kg meat kg coeq per kg meat effect ghg emission per kg milk lower kg coeq per kg ecm allocation significant effect production system ghg emission per kg ecm land requirement including imported feed highest organic system per kg ecm conventional system farming strategies based low stocking rate focus high efficiency herd identified promising reducing ghg emissions per kg milk farm gate allocation meat milk concluded model estimate relevant variation ghg emissions commercial farms without intensive registration
SDG13,effect future climate scenarios balance productivity greenhouse gas emissions sheep grazing systems,abstract maintaining supply pasture based meat products lamb likely challenged warmer drier future climatic conditions across southern australia whilst minimising greenhouse gas ghg emissions aim assess effect future climate scenarios balance productivity ghg emissions sheep grazing systems simulated sheep grazing systems four sites represented range climatic zones soil pasture types southern australia biophysical mechanistic whole farm system model sustainable grazing systems pasture model simulate interactions climate soil properties pasture species grazing animal daily timestep historical climate obtained years baseline climate three future climate scenarios years low medium rates warming created projected changes baseline climate representing progressively warmer conditions dryland ie rainfed perennial pasture characteristic region modelled site rules regard grazing management supplementary feeding remained consistent simulations comparison could made sites lambed winter lambs removed system weaned days age simulated estimates pasture intake supplementary feed lamb live weight weaning evaluate productivity annual net ghg emissions produced grazing system estimated expressed carbon dioxide equivalent coeq emissions per hectare per kg lamb live weight weaning stocking rates imposed site reflected longterm carrying capacity grazing systems baseline years ranged sheepha across locations showed sites projections declining rainfall highest future climate scenarios simulated c temperate pasture species predicted lower pasture intakes lamb live weights weaning future climates sites future predicted rainfall declines lower pasture intakes live weight lamb produced weaning maintained coeq emissionsha ranging coeqha per unit product ranging kg coeqkg lamb live weight across sites studied across climate scenarios potentially minimised maintaining productive pasture base lamb production warming site cbased pasture system became significantly productive lower ghg emissions intensity whereas grazing systems may need adapt pasturebase maintain productivity minimise emissions intensity future within grazing systems emissions denitrification may become significant result warming highlighted productivity emissions changes grazing system future climates heavily dependent predicted climate pasture species type soil,effect future climate scenarios balance productivity greenhouse gas emissions sheep grazing systems abstract maintaining supply pasture based meat products lamb likely challenged warmer drier future climatic conditions across southern australia whilst minimising greenhouse gas ghg emissions aim assess effect future climate scenarios balance productivity ghg emissions sheep grazing systems simulated sheep grazing systems four sites represented range climatic zones soil pasture types southern australia biophysical mechanistic whole farm system model sustainable grazing systems pasture model simulate interactions climate soil properties pasture species grazing animal daily timestep historical climate obtained years baseline climate three future climate scenarios years low medium rates warming created projected changes baseline climate representing progressively warmer conditions dryland ie rainfed perennial pasture characteristic region modelled site rules regard grazing management supplementary feeding remained consistent simulations comparison could made sites lambed winter lambs removed system weaned days age simulated estimates pasture intake supplementary feed lamb live weight weaning evaluate productivity annual net ghg emissions produced grazing system estimated expressed carbon dioxide equivalent coeq emissions per hectare per kg lamb live weight weaning stocking rates imposed site reflected longterm carrying capacity grazing systems baseline years ranged sheepha across locations showed sites projections declining rainfall highest future climate scenarios simulated c temperate pasture species predicted lower pasture intakes lamb live weights weaning future climates sites future predicted rainfall declines lower pasture intakes live weight lamb produced weaning maintained coeq emissionsha ranging coeqha per unit product ranging kg coeqkg lamb live weight across sites studied across climate scenarios potentially minimised maintaining productive pasture base lamb production warming site cbased pasture system became significantly productive lower ghg emissions intensity whereas grazing systems may need adapt pasturebase maintain productivity minimise emissions intensity future within grazing systems emissions denitrification may become significant result warming highlighted productivity emissions changes grazing system future climates heavily dependent predicted climate pasture species type soil
SDG13,comparing environmental impacts beef production systems review life cycle assessments,abstract livestock production especially beef production major impact environment environmental impacts however vary largely beef systems understanding differences crucial mitigate impacts future global beef production objective research therefore compare cradletofarmgate environmental impacts beef produced contrasting systems reviewed studies compared contrasting systems life cycle assessment lca systems studied classified three main characteristics beef production origin calves bred dairy cow suckler cow type production organic nonorganic type diet fed fattening calves roughagebased concentratebased concentrates review yielded lower global warming potential gwp average lower acidification potential lower eutrophication potential lower energy lower land lower per unit beef dairybased compared sucklerbased systems sucklerbased systems maintaining mother cow dominant contributor impacts attributable low reproductive rate cattle fact emissions allocated production beef gwp slightly lower average organic compared nonorganic systems whereas organic systems showed higher eutrophication potential acidification potential land higher lower energy lower per unit beef produced except gwp however interpreted care impacts compared studies lower gwp average lower energy lower land lower per unit beef found concentratebased compared roughagebased systems whereas clear pattern found acidification eutrophication potential lca comparison beef systems differ type diet however limited current lca methodology account competition land humans animals enhance future food supply grassland less suitable crop production therefore might preferred high productive cropland direct production animal feed furthermore studies included review include relevant impact categories loss biodiversity water concluded beef production dualpurpose cows dairy cows inseminated beef breeds show largest potential mitigate environmental impacts beef marginal grasslands unsuitable dairy farming may production sucklerbased beef contribute availability access animalsource food,comparing environmental impacts beef production systems review life cycle assessments abstract livestock production especially beef production major impact environment environmental impacts however vary largely beef systems understanding differences crucial mitigate impacts future global beef production objective research therefore compare cradletofarmgate environmental impacts beef produced contrasting systems reviewed studies compared contrasting systems life cycle assessment lca systems studied classified three main characteristics beef production origin calves bred dairy cow suckler cow type production organic nonorganic type diet fed fattening calves roughagebased concentratebased concentrates review yielded lower global warming potential gwp average lower acidification potential lower eutrophication potential lower energy lower land lower per unit beef dairybased compared sucklerbased systems sucklerbased systems maintaining mother cow dominant contributor impacts attributable low reproductive rate cattle fact emissions allocated production beef gwp slightly lower average organic compared nonorganic systems whereas organic systems showed higher eutrophication potential acidification potential land higher lower energy lower per unit beef produced except gwp however interpreted care impacts compared studies lower gwp average lower energy lower land lower per unit beef found concentratebased compared roughagebased systems whereas clear pattern found acidification eutrophication potential lca comparison beef systems differ type diet however limited current lca methodology account competition land humans animals enhance future food supply grassland less suitable crop production therefore might preferred high productive cropland direct production animal feed furthermore studies included review include relevant impact categories loss biodiversity water concluded beef production dualpurpose cows dairy cows inseminated beef breeds show largest potential mitigate environmental impacts beef marginal grasslands unsuitable dairy farming may production sucklerbased beef contribute availability access animalsource food
SDG13,climatic physical snowpack properties largescale modeling examined observations physical model,abstract conducted integral site observations model detailed snow dynamics examine capability model deriving simple relationship density thermal conductivity snowpack within different climatic zones largescale climate modeling snow meteorological observations conducted multiple sites different climatic regions two interior alaska two japan series thermal conductivity measurements snow pit observations done alaska provided useful information constructing relationship onedimensional snow dynamics model snowpack simulated evolution snowpack compared observations sites overall model simulations tended underestimate density overestimate thermal conductivity failed foster relationship evident observations current previous research causes deficiency analyzed discussed regarding low density new snow layer slow compaction rate working relationships compared equations derived previous investigators discrepancy regression melting season observations alaska found common,climatic physical snowpack properties largescale modeling examined observations physical model abstract conducted integral site observations model detailed snow dynamics examine capability model deriving simple relationship density thermal conductivity snowpack within different climatic zones largescale climate modeling snow meteorological observations conducted multiple sites different climatic regions two interior alaska two japan series thermal conductivity measurements snow pit observations done alaska provided useful information constructing relationship onedimensional snow dynamics model snowpack simulated evolution snowpack compared observations sites overall model simulations tended underestimate density overestimate thermal conductivity failed foster relationship evident observations current previous research causes deficiency analyzed discussed regarding low density new snow layer slow compaction rate working relationships compared equations derived previous investigators discrepancy regression melting season observations alaska found common
SDG13,empirical determinants ecoinnovation european countries community innovation survey,abstract determinants ecoinnovation activities widely explored single countries however lack analyses comparing different countries community innovation survey cis allows determinants ecoinnovation different european countries paper focuses eastern europe determinants ecoinnovation yet systematically analyzed countries concerning introduction ecoinnovations shows regulation activities environmentally related subsidies seem important eastern countries richer western european countries furthermore eastern european countries rely competitors external rd information sources indicating technology transfer west east,empirical determinants ecoinnovation european countries community innovation survey abstract determinants ecoinnovation activities widely explored single countries however lack analyses comparing different countries community innovation survey cis allows determinants ecoinnovation different european countries paper focuses eastern europe determinants ecoinnovation yet systematically analyzed countries concerning introduction ecoinnovations shows regulation activities environmentally related subsidies seem important eastern countries richer western european countries furthermore eastern european countries rely competitors external rd information sources indicating technology transfer west east
SDG3,health promoting school framework improving health wellbeing students academic achievement,background world health organizations whos health promoting schools hps framework holistic settingsbased approach promoting health educational attainment school effectiveness approach previously rigorously reviewed objectives assess effectiveness health promoting schools hps framework improving health wellbeing students academic achievement search methods searched following electronic databases january march april cochrane central register controlled trials central medline embase psycinfo cinahl campbell library assia bibliomap cab abstracts ibss social science citation index sociological abstracts trophi global health database sigle australian education index british education index education resources information centre database education research dissertation express index theses great britain ireland clinicaltrialsgov current controlled trials international clinical trials registry platform searched relevant websites handsearched reference lists citation tracking identify relevant articles selection criteria included clusterrandomised controlled trials randomisation took place level school district geographical area participants children young people aged four years attending schools colleges review define hps interventions comprising following three elements input curriculum changes schools ethos environment engagement families communities compared intervention schools implemented either intervention continued usual practice programme included one two mentioned hps elements collection least two review authors identified relevant trials extracted assessed risk bias trials grouped different types interventions according health topic targeted approach permitted performed randomeffects metaanalyses provide summary across studies main included eligible cluster trials randomising schools districts made schools districts studies tackled range health issues physical activity nutrition physical activity nutrition combined bullying tobacco alcohol sexual health violence mental health handwashing multiple risk behaviours cyclehelmet eating disorders sun protection oral health quality evidence overall low moderate determined grade approach risk bias assessments identified methodological limitations including heavy reliance selfreported high attrition rates studies addition lack longterm followup studieswe found positive effects interventions body mass index bmi physical activity physical fitness fruit vegetable intake tobacco bullied intervention effects generally small potential produce public health benefits population level found little evidence effectiveness standardised body mass index zbmi evidence effectiveness fat intake alcohol drug mental health violence bullying others however small number studies focused latter outcomes possible metaanalyse health outcomes due lack studies provided details adverse events outcomes related interventions addition studies included academic attendance schoolrelated outcomes therefore cannot draw clear conclusions effectiveness approach improving academic achievement authors conclusions review provide evidence effectiveness interventions based hps framework improving certain health outcomes others welldesigned research required establish effectiveness approach health topics academic achievement,title health promoting school framework improving health wellbeing students academic achievement background world health organizations whos health promoting schools hps framework holistic settingsbased approach promoting health educational attainment school effectiveness approach previously rigorously reviewed objectives assess effectiveness health promoting schools hps framework improving health wellbeing students academic achievement search methods searched following electronic databases january march april cochrane central register controlled trials central medline embase psycinfo cinahl campbell library assia bibliomap cab abstracts ibss social science citation index sociological abstracts trophi global health database sigle australian education index british education index education resources information centre database education research dissertation express index theses great britain ireland clinicaltrialsgov current controlled trials international clinical trials registry platform searched relevant websites handsearched reference lists citation tracking identify relevant articles selection criteria included clusterrandomised controlled trials randomisation took place level school district geographical area participants children young people aged four years attending schools colleges review define hps interventions comprising following three elements input curriculum changes schools ethos environment engagement families communities compared intervention schools implemented either intervention continued usual practice programme included one two mentioned hps elements collection least two review authors identified relevant trials extracted assessed risk bias trials grouped different types interventions according health topic targeted approach permitted performed randomeffects metaanalyses provide summary across studies main included eligible cluster trials randomising schools districts made schools districts studies tackled range health issues physical activity nutrition physical activity nutrition combined bullying tobacco alcohol sexual health violence mental health handwashing multiple risk behaviours cyclehelmet eating disorders sun protection oral health quality evidence overall low moderate determined grade approach risk bias assessments identified methodological limitations including heavy reliance selfreported high attrition rates studies addition lack longterm followup studieswe found positive effects interventions body mass index bmi physical activity physical fitness fruit vegetable intake tobacco bullied intervention effects generally small potential produce public health benefits population level found little evidence effectiveness standardised body mass index zbmi evidence effectiveness fat intake alcohol drug mental health violence bullying others however small number studies focused latter outcomes possible metaanalyse health outcomes due lack studies provided details adverse events outcomes related interventions addition studies included academic attendance schoolrelated outcomes therefore cannot draw clear conclusions effectiveness approach improving academic achievement authors conclusions review provide evidence effectiveness interventions based hps framework improving certain health outcomes others welldesigned research required establish effectiveness approach health topics academic achievement
